id_code,diagnosis
1116271db4ea,1
4c570172778b,3
8b58f9a338e8,0
d7078e8b0349,0
812d5adafaf2,2
799214e8b07c,0
09c8323c612e,0
d88806d9ece9,2
96d48b073f18,2
762d6e5d5068,3
0981195eb9fb,4
4b237b958555,0
c280730cc211,2
b73d0bcd3d33,0
55034b1dbff2,2
f0546a45ef10,0
e2161692a0b4,2
cb75210abebe,2
b65ff67743b2,2
15e24b73d4a7,0
103abbd8b63e,0
aa4407aab872,0
da8900ac7f29,2
260a455692b5,0
ad93d88c87ea,0
bf7221a016b5,0
abf09c44d5f4,2
6194e0fff071,4
1002f3fe38f0,0
f549294e12e1,4
9e2a8135f471,0
a7b7dc8788b9,2
28dc010a0780,0
ca0f1a17c8e5,2
51d0034d177d,2
1124ffcd76c2,2
d9e58e4d8689,0
658ad9f09f5d,0
6e3526053de0,0
7a3ea1779b13,1
7131bf4c9e6f,0
874f8c1929f6,0
49386d603494,1
ee059945b08a,2
0cae727cf119,0
936299166bea,0
f850cb51fdba,4
cd9e2190c73f,2
8596a24a14bd,4
00b74780d31d,2
74898f372d2b,0
d3e56584a481,0
c261b1aaa828,2
51269b77d312,3
8dc22e65c06f,1
81b0a2651c45,2
387138ddf43d,0
f7508f14dd7b,0
44e951e45dca,2
4289af3afbd2,2
e594c19e2e1d,0
7b87b0015282,0
09f1111a388a,0
ccd6dcb2f568,0
7435e9a3e36e,0
9f285b3e57ed,0
6852f4531591,0
084c02cf077f,0
7fdb177b8f7d,0
4a558a1cd243,2
7d48f8cdfb69,0
b07bc463b718,1
4a1afe4044f4,0
dfc7ec7db0e0,0
e6a5e4718873,0
8eb3337a54e9,2
6028a575dc27,1
9a7bd084395e,2
bb85097857fa,0
64fedbf97473,4
720b5f62ce80,0
01c7808d901d,2
384e6c915722,0
478fc46eaa49,0
cff262ed8f4c,0
a06e41bd2634,2
bcdc8db5423b,2
222f3ee3a1e8,4
3bf3085ac167,0
af345c68e836,0
a15470303941,2
64b9206afb3f,0
7f84284598f5,2
d4f32b9c07df,1
ea5c42a78979,0
6180920bc224,0
af8aa32beee4,2
525d0dd8dc45,0
a7b03e58a6e1,0
12bc439d373a,0
4a4cb731f91a,0
e52ed5c29c5e,3
1a7e3356b39c,4
3796af4d987a,4
7f2123bc89a3,0
ab78a66dee6a,0
345b1f0abbba,0
1d29cb2f4296,0
e7a7187066ad,2
d8cdb7d7283a,2
f66c4ee86629,0
36865bbc64d6,3
e1418d28d668,2
3cd801ffdbf0,2
4036471a1bb7,0
4e8585a96739,0
de50dfa745f8,2
417f408ee8e0,2
b17f0b81dab3,1
fa59221cf464,4
18d8fdb140b7,2
e04f3c6619a3,0
29b52f64d2db,1
20c883d3bd38,2
1ffaa51a6245,2
ff4955e76894,0
0a09aa7356c0,2
d6130f2ec903,0
2f5c9cdfb333,2
d41b33fcb94f,2
59ee65760535,2
ad029ba7fa8b,0
7569ac24762e,0
5723d0ec895e,2
1e8a1fdee5b9,1
e966850247f4,0
48afe8c47454,2
bd06028eb7dd,0
0a38b552372d,0
4c5ab774a381,0
26463a5fb949,4
e83d315d8f98,2
495255c7492f,1
3b10191dfd25,0
842d697884f6,2
ae2e888905ba,0
e322acd46152,0
50916d67bb51,0
bca2bdc15fc5,2
5879285f9d8d,1
a9e3d186cd1b,0
f451eee2b66b,0
de6210f88536,0
349f3c0ac83e,2
8201cab8322d,3
9f1efb799b7b,2
3fc219927a97,2
2d7666b8884f,1
210bfe0127c6,0
2a4520f1f9a3,0
883ddb650967,0
164cd5a3a6cd,0
6fe4751a3b42,0
6c2555a9cae4,2
44e0d56e9d42,2
093cf723fede,0
98104c8c67eb,2
ebe0175e530c,4
f9ecf1795804,2
6cffc6c6851a,0
8c4ceddeb1c6,0
4c6c5a1bf5ab,0
eb6b1f1c09db,0
d7a01fca9838,0
08c60c647673,0
07419eddd6be,2
91b6ebaa3678,3
e4f12411fd85,4
025a169a0bb0,2
94dcb491143f,2
0abf0c485f66,0
ef5155990874,0
6d259b5b4c76,4
3ce2f8a77a32,0
eb1ad14dd281,2
1f0e223b8055,2
65e51e18242b,1
4c60f6fcea75,0
237c078d00fc,3
57db4781e7ec,0
aeccef0bdc26,0
41345cec5957,0
cb602182cde3,2
fbfa925506f6,0
35cd9832fc0a,0
edceb0657d77,0
4a213b405ee4,1
f23902998c21,2
51cfeccaf40d,2
c5a6f432a1ec,0
521b5377a727,0
d88c4843aec3,0
3601dac9bed7,0
5b3e7197ac1c,3
e55188915f9d,1
306c841af3fc,0
5db895d3f1fc,0
9dab2e6ba44b,2
e2ec22b3d07e,0
1438288bb2e1,2
63363410389a,1
15cd5f52d300,2
a3ad6c2db6f1,1
367c7049929c,2
0efc93ec838b,2
03ff7d159f10,2
bff51afc76d4,0
df3adfd6ba36,2
d0d59ed675b5,1
af87d48ffe01,0
e47770a2e5d1,0
b0f8613305a3,0
c6d4e4a3bd4c,0
8c0d05233238,3
4d17559ac1e2,0
ff03f74667df,0
f3a268d2726d,2
3a4cfea0a766,0
7bc2e0fa3f72,2
5a5d3798c357,2
849a91e9ab28,1
3c1efa38d0da,2
b9519abce0c1,0
4eaf2f81819d,0
bd500a73beae,0
52230bbef30e,2
a9dc80cba9a4,0
24f3e70f0419,0
23148a40ecb0,2
6294b378d09f,0
0a1076183736,2
a8a6588c8eb7,0
29a13e666266,0
0fb560f9adb2,2
0e3572b5884a,0
e4dcca36ceb4,0
f58cdfa968be,0
7c629b491d1a,4
1da4a17c18c9,0
7526c59c36d3,0
2a8a9e957a6c,1
f0c0f7b5e820,2
e23add229074,4
61a62b1dcc36,0
a9e984b57556,3
2408799a09b2,0
bde1063a5dd7,0
aa31bc6b8f4d,2
7f6690fa390a,0
1f543a86c4d4,2
a1822dd8d05d,0
1b3647865779,0
4c635a01593d,0
ddb222ff7c1d,0
db49cdf1ea64,2
97f290d31813,0
07f5d7baf907,0
7efc91af4ae6,4
98f7136d2e7a,2
a14fcf84bfe1,3
91a88d3b0358,2
5a11d21c2828,2
1cb814ed6332,2
ae1344610ebe,2
e7defafeb957,2
992599744a23,0
15e96e848b46,4
98d41bce73a8,0
bc34f52c37c7,0
6bcce181be65,0
66a0bf258013,4
5056fa7d505f,0
2bbcfdc477db,4
3128eb593012,2
7da558d92100,0
810ed108f5b7,0
ae975c43bd8b,0
8a3eb86ae4bd,0
bc8c6a778cde,0
d659d7fd5ccf,4
8ab3faa3701f,0
107aea0d9289,1
b71428739d4e,1
5b644a403e1f,2
2b5bb6d33959,0
378963f9df22,4
bba38f2294a3,4
0cb6b898389f,0
ba735b286d62,4
b460ca9fa26f,0
d332d7b8a26e,0
01f7bb8be950,0
a3d2a0c4cd17,1
f5650eb52640,1
5347b4c8e9b3,1
881ec6186e68,0
b95d4dd8e5e2,2
3748349334f6,2
bf8092e4001d,3
12ef75375322,0
ca7f5caddf96,2
7e9081e95bf6,0
4f5dd7660b17,0
a0adbe677508,0
5a36cea278ae,2
8bf2d925dc0c,0
08752092140d,2
3232b34cbe99,0
b8f1b30877db,2
6e018411ba4a,0
d865997a6280,0
9b0eb9f41da4,2
3a1ecf5e2839,4
36b5b3c9fb32,3
2d3f4094c08a,0
52edbe29d655,0
9fefe2b44795,3
bc34ed91c9bc,4
4ccfa0b4e96c,4
fdd18ccbbdc5,1
6b30767595d8,0
df0886f1e76b,0
4a0bba3b7d83,2
e7578d8dba72,0
573ea80a53be,0
a7c10ca6c117,0
a963ac561580,0
0415fc68b176,2
87a9f4d20f07,0
906d02fb822d,0
a70d0f12a641,0
419406328dcd,2
1c13a1483f4a,0
75ed83dbccce,0
b6fd109b1bc9,0
87d46b1cc4e9,0
4ee1ad981a6d,2
59e5212f7139,1
885fa5fc5da8,0
d2cd47ed2c1d,0
aeb6f4fd2eed,0
97a5ad7548b7,2
423abbaa5fad,2
bffca6eeb2bf,0
add1d681d712,2
f0267c42907c,0
cb28adab4e8a,0
042470a92154,3
5b32ece9c627,0
76516f828d88,0
310c27067ac0,2
af831c158744,2
360832d84ce0,0
b16dd4483ca5,0
12ce6a1a1f31,1
f1dc26c4bfa3,4
beb00fa6e7c9,0
356304d15a5c,0
34a7dbd3f05c,0
2f81ee5f2926,0
aeed1f251ceb,4
587146a55885,1
b9fe7da14a32,0
246e4506824a,2
bb9a3d835a94,1
d2ffe9287dc7,3
eeb231c3ef1f,1
ec4649213ccf,1
7d1da90d3ca9,2
5ba156a35ff2,0
e933923aab15,0
ee3fe7809e6a,0
00e4ddff966a,2
47d1603a555b,1
42af7282349b,0
a0267206d51e,2
a15590a7d774,2
50f5201fd18a,0
91b7a4179ecf,0
70f5caf5f305,2
2a5a8b744f08,2
c1896142a20a,4
e9ab8413e771,4
53704c80f0d8,1
ceb601fe8dba,2
daad7b617f21,0
e12df54e0d1e,0
42c65af5ab16,0
1b398c0494d1,0
2376e5415458,2
e93394175a19,3
fe0e2dee1834,0
5ca779ace6e7,0
66bfec8d6bcd,0
4403538fb50f,0
48c72dec46e5,2
4145dcb25053,0
a1872f9c0cba,0
de2eb5c8aa83,0
64eb5a79dfdd,1
ec6f1797a25a,0
937bc1b924b1,0
7e9458de5707,2
a2dff8dbc9f8,0
1c47815f4a6b,0
c8fc0df22999,1
a015ce4f51ad,2
59fee5bc3479,4
b532dedd928c,0
c80f79579fed,2
1509d097b69a,0
7ba6b23c4b46,0
03a7f4a5786f,4
0f6e645466a2,0
b46b09a45f39,0
971bb98ab935,0
fd62bd0db4f1,1
272d9c043c81,2
43fb6eda9b97,2
79059d0592c4,2
b6bfe9db60e5,3
d97911a32918,0
16060f05d047,0
5188a8afa879,2
a02dfd67a925,0
dee1031a76ae,0
80e7cc0a0649,3
910bfd38e2f5,3
46c1548d730e,2
7cc4b7aabe04,4
b598bc9753c2,0
25b0e72705a8,3
f0e1201b5c1f,0
64a13949e879,2
2cceb07ff706,2
8a234d68b27e,3
3dec415b188a,0
b3d135bd3bb5,3
9c52b87d01f1,3
12ae44be0d38,0
f30f203ef51e,2
64bad93fde3f,4
81914ceb4e74,0
5f4a8c074bd5,0
addf66a50f42,0
318eb706a134,0
beb2ad14fd2d,0
ab3c505b624f,0
dbd062558b81,1
b2aaa81cc8f0,2
1dfbede13143,2
e8ddfc9709ce,0
1a369baf9ee6,2
d141728fa392,2
a47878630dc2,2
1b495ac025b7,3
a664d2055886,2
2a08ed6bbcbc,1
a2696f444ecb,1
da6bbb76d562,0
bb2f89488ecd,0
9b093fe95d6b,3
b200c23b299b,0
a7ec056502e7,1
bacfb1029f6b,1
5e97cb2b0888,0
e6552b7432b3,0
6e861bc3bd7b,0
53273d664cd8,0
34723fae6475,2
aae8f9f3ef8c,3
7743f4e04a6d,2
61e301bd3c25,4
a2b995b81692,0
e087bd4b88f2,0
571bbdbf585e,0
359bab5d784b,0
8b079e79035f,0
57f5ad4b5b29,0
11b220a397b8,0
8f10e41a2f02,0
2b4c7b5f1f1e,0
3079490a4b9c,0
fe2df69676cf,1
6b128e648646,3
ed88faaa325a,2
e251bdf05b85,0
2b88cb6e31cd,2
215d2b7c3fde,0
fe37f4492920,2
0eced86c9db8,0
a8b3c0961d42,0
bf811911acf9,0
29d059522fa1,0
870f433e8f37,0
c7b622ec8104,1
c9ea9d5eab65,3
9985375d709f,0
8693ab1fd2be,0
33ffddea8c6e,1
cc12453ea915,1
05b1bb2bdb81,0
2c1d5be654dd,2
8bc6716c2238,1
c21eb81de9fc,0
217dad18a5ed,2
6d5a8362dd1e,0
2e26762daed5,2
7c2f820a6425,2
445a8a6da55c,0
22895c89792f,4
cbe633765ea7,0
92b0d27fc0ec,2
780f9daaa24b,0
8b26d3cd61e8,2
876e1dd12d38,2
609be3ca5ddf,0
77ab222bf85c,0
3c72f580d4ba,1
7e77b61e1639,0
3fd7df6099e3,2
946545473380,0
f9e1c439d4c8,0
7f60f2a083d3,1
1dbdc32c17db,2
db6207e62c7b,0
fda39982a810,3
2fdffb6160a6,2
2c77bf969079,0
de16416220de,4
2682e6da9050,0
77e15f213b04,0
c7d0deb71576,0
b746a6681ba9,2
da1fb35f5df9,1
b74de20d73de,0
2f284b6a1940,4
c40976189f22,1
41ab357d103f,0
adb56cecafaf,3
152db3de8120,0
47e51065b819,2
7dee6bf8b9c1,2
bda7ff3b1562,2
3461dc601cc2,1
0e82bcacc475,4
12058bbb8299,0
358d2224de73,1
5cc6dea19614,2
ff8a0b45c789,4
e7fc93ac5b6d,2
2d9d97a6e713,1
fb61230b99dd,3
c4aef0d88d1b,0
0afbeeef0ff7,0
904b03ad5594,0
3c9529918097,0
c5b58cc992af,0
f025f33b2c9b,4
962c0fc85e13,0
aea59ebec445,3
09eeafa9656a,2
799cb4c816ae,2
32a3eb37ff40,2
9cedf5c7016b,2
fc1b1841eadf,2
9bbb6c455913,0
c31651ea04c6,3
65f69234c8a7,0
d5a39339ff3d,2
ab1c20a94f3f,4
38c7153457e2,0
9870ce41cac4,0
d10d315f123f,2
4242c0d87f57,2
0180bfa26c0b,2
f4874247ede6,0
c5431b81cbc9,2
6e092b306fe1,2
e12d41e7b221,2
d7ab5c040294,0
a8582e346df0,1
875d2ffcbf47,0
c568e5245ea5,2
7ae69d22075a,1
35362d43e753,0
248dec89b3a2,0
d5ad3362424c,0
fc4c2d35c6f8,2
7b9d519cbd66,0
2b21d293fdf2,2
dde43aa22ae6,2
76c0c7e1b6cb,2
436fa3fd145a,0
278aa860dffd,1
42b9c1977681,0
ad20080452de,0
5a179c123fd8,0
8e76054f0831,0
2131aa3a1e6f,2
5b47043942f4,0
f6d760566a51,0
bfaa0080ab61,2
c597ef460944,0
b640e3bdff75,1
f47a2a4a0411,1
2cef97083e6f,2
3132556f5352,0
3710ff45299c,0
72a867980067,0
2ecbc2e3f239,1
789f0ec1eab8,0
523d0c2cb4d6,2
18b06f56ab27,1
37de05ef12a5,2
ef81cd8854cb,0
f9156aeffc5e,3
fefded6bf135,0
5c817060c0ed,0
a646c084928c,0
c096131ad065,0
ad1aa75d5630,0
3a1d3ce00f0c,2
9c514d2d5b3f,0
2776d70724d3,2
1d74c4713e21,0
613028ede6a0,4
d81338217fc5,2
11d8e5eaee5b,0
3f47f83217b5,2
d1b279cc02ae,0
e66ad813a508,0
aec51513cf45,0
5bf6f2958e53,0
4c53cc97ea13,0
9da74370835a,2
71c1a3cdbe47,1
79ade634c633,0
58184d6fd087,1
837acf120946,0
b06dabab4f09,2
8d3d67661620,2
5ea9e447bb62,0
9eaf735cf01f,1
d9ba044671e1,4
4cddfc22b0ad,0
7269a1d84a57,0
7f6ce40f306b,2
aed4e743c230,2
e5f332efcbc7,0
31452ad8808c,2
d0b132d2c7ec,4
15b21c80cc31,0
5548a7961a3e,1
bdff5d8bddf8,4
33d72035c27a,0
86d58f850a0c,0
286e9981dd9b,0
60f15dd68d30,4
a8652b2de23f,2
fb696a8e055a,4
5327f88a1919,2
2dd28ac497d2,0
07e827469099,0
cd01672507c9,0
d5c63a8d9e94,0
80a02014b418,1
4bcee3cbe232,0
61c667663f2f,0
85cc6d636898,2
b0eeae01b8ab,2
b09101adb478,0
e16fc934069f,2
8a8a251770cd,0
9f935fb38440,0
956765d5f46d,0
fd87b6b2e664,0
02da652c74b8,0
1fddd7c98fd2,0
7550966ef777,2
7a238a1d3cf3,4
7f39c36469b5,0
08bef347f40d,0
40dd4e6e4444,0
9837048b85dc,2
af6166d57f13,0
4689b739d240,4
28f73575e1f2,0
92587e494d51,0
65f5d2a6eb7e,0
1da25637859b,2
e582e56e7942,0
7214fc7cbe03,0
e756495c11cb,2
f6f433f3306f,3
83b61051737f,2
5c8482926a08,2
c3d12a23f451,4
c446985355f1,0
da2bdf4236ac,0
7c2e852171c0,0
92f313287a29,2
49e4b95ee2dc,0
4c60b10a3a6a,3
90bde2ff8953,0
34acae864963,0
9b4fc15df3c8,0
a3802934bad7,2
0c2e2369dfff,2
1409ab48175a,0
a07d9a5045cb,0
e019b3e0f33d,4
150f92b45349,0
78a577c3e0bf,2
a6c9e96a10d7,2
5b0e53f53ef3,1
66366a90d1ef,0
4134b290f5f3,0
4dd7b322f342,0
f9d8ff3e6592,0
91f3c4c1e72b,0
07083738b75e,2
08037e4490e5,0
a2ddabee14e9,4
78bcdffb8785,1
01eb826f6467,2
3ee4841936ef,4
89b044cbaf85,2
c561bcd519e9,2
c6916bc42016,0
c2d2b4f536da,2
187f6ccda87a,4
190a309f2cc5,0
d911dd40c63b,0
43823561c3f0,0
e03e70bc8bba,2
4dd71fc7f22b,4
f7e9fa75c7c1,0
b9b6ee2b9453,2
a32b5ce3d48a,4
66d2ca47aa44,2
bd34a0639575,0
6a2c3f4ef329,0
f481f76a6b75,1
fb6b8200b7f8,1
f45f1485c940,2
7b20210d9120,1
be68322c7223,2
5cab3ef4b31c,1
203275daf46d,2
0c917c372572,3
11242a67122d,4
234399352d36,2
300305ce82d2,2
3cdda8b3df19,2
6cdd0f985270,1
afc744fad65e,0
4818672273af,2
e4c799738a19,0
b87f9c59748b,4
65e530ee2e79,2
da44f80b422b,2
8329e80c10ac,0
6253f23229b1,3
1b862fb6f65d,0
3b5dffe159b6,0
6298468d7d75,1
43bc7c066dfb,0
94076a9fb9b5,0
240b25a7debe,0
28503940d10b,0
57a710de68a4,0
3dbfbc11e105,2
02dda30d3acf,4
e740af6ac6ea,4
dd19428c3d29,1
ee74c3b177e0,2
ec57cc20d776,0
e31c42a8652b,2
a0fd94e2ad76,0
7a46cfa69bae,0
315c1a0d87fd,0
f62b8a076833,0
b5bf7b84fc66,0
269f0792f11f,2
c013e869acce,0
188a9323be03,2
8ab8d9b3ce3f,2
200d947f75db,1
81371b0c01ad,0
50d8249f7bc9,0
a7673ac44509,0
b70cb31b9abb,4
1b8ad0afe9fb,2
be3a7d9e981e,0
c1819db0aece,0
25e9fd872182,1
1623e8e3adc4,3
c68dfa021d62,2
30cab14951ac,1
42a67337fa8e,2
97da093947e8,4
6987804eb464,2
0ca0aee4d57e,2
bda8c973b09d,2
fc603cbedb41,2
14c3b41d289c,0
64ac539f58cb,0
767d777ee889,0
ffd97f8cd5aa,0
186c1835eec5,0
9d98a0b585f2,2
df6d13d04da1,0
b64e1eef3d63,0
dad71ba27a9b,4
ea15a290eb96,1
51aa3361294c,0
9f5a8665cf2e,2
5a2c27b95c7c,2
0243404e8a00,4
cd66754e1b3b,0
9ce46d400cd6,0
1f63d44d9e3c,2
2b07790a2422,2
d18e5b68f6d2,2
badb5ff8d3c7,0
d803598dabda,4
c334f8688b77,0
81d79d53ed7b,0
e724866f5084,2
63a03880939c,1
d567a1a22d33,1
e0313be77035,0
518e880613de,4
8846b09384a4,0
6dc07f968794,0
2209daf71aab,0
8ee50c26fc13,0
3286073a976e,0
bebb3f167654,1
ae94ce412de9,0
4ccee4db09b6,0
bc73ce76ec43,1
8a81f62320d6,0
30941b65348b,1
82088c6734e6,0
99e8bf998285,2
949710bead24,0
014508ccb9cb,0
f3a88d3026dc,2
155e2df6bfcf,0
383e72af1955,3
f9e779a13204,2
cb68fce07789,0
1a03a7970337,1
f952ad2e4356,0
e16af45285e5,0
6d6fcf49e515,0
80dbeb0fdc75,0
aabd867043cf,0
67f5d89da548,1
cb39761f0712,0
224c14366e11,0
2a3a1ed1c285,2
65a7fe9482fe,0
f0800723bc63,2
0af296d2f04a,2
abe940882578,0
8ceff4c4c860,0
86fbac86ed3e,2
a86c6283fd78,2
2a099b247b10,2
144b01e7b993,2
e6f0ce5bf282,2
4a693dd3921a,4
19ef4d292196,4
022f820027b8,0
898f0bc8acfa,0
8bad12d70368,4
cec299c2a2d5,0
44878f34e31f,0
4a5a6efc0bef,0
7350c50667c5,2
ff631653374e,0
55eac26bd383,1
80ed04a84a16,0
cd3fd04d72f5,2
1608c82a263f,0
80f6b30ece8c,0
d1fa0f744620,0
e821c1b6417a,4
a01024054596,1
555d0bef3c5b,0
c1c8550508e0,2
